序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
4087,第一幕·场景4,a1s4,1118,,,旁白,"I lean back on the sofa, thinking.",我往后靠在沙发上，思考着。
4088,第一幕·场景4,a1s4,1119,m,主角(MC),台词,"""Hmm, maybe he was just feeling you out.""",“也许他是在试探你。”
4089,第一幕·场景4,a1s4,1120,,,旁白,Amicus smirks at that.,Amicus对此嗤之以鼻。
4090,第一幕·场景4,a1s4,1122,a,Amicus,台词,"""You could say that. Anyway, I don't know how to feel about him. I'm thinking of just telling him that I'm not interested in the alliance unless they send someone that has more tact.""",“可以这么说。总之，我不清楚自己对他是什么感觉。我正在考虑直接跟他说：我对结盟没有兴趣，除非他们派一个更有眼色的人过来。”
4091,第一幕·场景4,a1s4,1123,,,旁白,Amicus glances at me.,Amicus瞥了我一眼。
4092,第一幕·场景4,a1s4,1124,a,Amicus,台词,"""What do you think?""",“你怎么想？”
4093,第一幕·场景4,a1s4,1130,m,主角(MC),台词,"""Well...I think if he's the only guy you have to establish the alliance with, you should try to work with him. I mean, this could be your best chance if you're willing to put up with him.""",“这个...我想，如果他是你建立联盟的唯一选择，那么你应该试着和他合作。我的意思是，如果你愿意忍受他的话，这也许会是你最好的机会。”
4094,第一幕·场景4,a1s4,1132,a,Amicus,台词,"""Hmmm...""",“嗯...”
4095,第一幕·场景4,a1s4,1133,m,主角(MC),台词,"""And he seems to have the hots for you, so that'll probably help you, honestly.""",“而且他似乎对你很有感觉，说实话，这可能会对你有所帮助。”
4096,第一幕·场景4,a1s4,1135,a,Amicus,台词,"""Heh, maybe.""",“呵，也许吧。”
4097,第一幕·场景4,a1s4,1137,m,主角(MC),台词,"""Honestly, if that's what the Khemians send to foster an alliance, I have to wonder about them as a whole.""",“说实话，如果他是克米扬为了结盟而派来的，我不得不对他们整体产生怀疑。”
4098,第一幕·场景4,a1s4,1138,a,Amicus,台词,"""They are an arrogant people, as I've said.""",“我说过，他们是傲慢的种族。”
4099,第一幕·场景4,a1s4,1139,m,主角(MC),台词,"""And maybe his intentions aren't all that great if that's how he treats his prospective allies.""",“而且如果这就是他对待未来盟友的方式，也许他们的意图并不怎么样。”
4100,第一幕·场景4,a1s4,1141,a,Amicus,台词,"""Agreed.""",“同意。”
4101,第一幕·场景4,a1s4,1143,m,主角(MC),台词,"""But I dunno, I'm not a politician.""",“不过我也不清楚，我不是政治家。”
4102,第一幕·场景4,a1s4,1145,a,Amicus,台词,"""But you are smart!""",“但是你很聪明！”
4103,第一幕·场景4,a1s4,1146,m,主角(MC),台词,"""Thanks.""",“谢谢。”
4104,第一幕·场景4,a1s4,1148,a,Amicus,台词,"""Anyway, I'm off to my shower.""",“不管怎样，我要去洗澡了。”
4105,第一幕·场景4,a1s4,1149,,,旁白,"The wolf stands up, and I do the same.",狼站了起来，我也是。
4106,第一幕·场景4,a1s4,1150,m,主角(MC),台词,"""Do you need help?""",“要帮忙么？”
4107,第一幕·场景4,a1s4,1152,a,Amicus,台词,"""Oh...really?""",“喔...真的吗？”
4108,第一幕·场景4,a1s4,1153,m,主角(MC),台词,"""Yeah.""",“没错。”
4109,第一幕·场景4,a1s4,1154,,,旁白,"I want to show him that things haven't changed, that I'm not scared of him now that I know his secret.",我想让他知道，事情并没有没有改变。现在，我知道了他的秘密，但我不害怕他。
4110,第一幕·场景4,a1s4,1155,,,旁白,He looked so devastated when he told me.,他在告诉我的时候，看起来是那样的不安。
4111,第一幕·场景4,a1s4,1156,,,旁白,"And even if Amicus was the one to get me into this mess, I know now that he's a good person and doesn't deserve to feel like that.",即便Amicus让我陷入了现在的困境，但现在我知道他是个好狼，他不该有那种感受。
4112,第一幕·场景4,a1s4,1157,m,主角(MC),台词,"""I mean, I've seen your junk already, so no surprises there, right?""",“我是说，我都看过你那玩意儿了，所以没什么好惊讶的，对吧？”
4113,第一幕·场景4,a1s4,1159,a,Amicus,台词,"""Heh, I suppose not...if you're sure.""",“嘿嘿，我想应该没什么...如果你确定的话。”
4114,第一幕·场景4,a1s4,1160,m,主角(MC),台词,"""I'm sure.""",“我确定。”
4115,第一幕·场景4,a1s4,1162,,,旁白,"To decide things for the wolf, I walk into the shower.",为了让那只狼下定决心，我走进了淋浴间。
4116,第一幕·场景4,a1s4,1163,,,旁白,Amicus isn't far behind.,Amicus也紧随其后。
4117,第一幕·场景4,a1s4,1167,,,旁白,To be continued...,To be continued...
4118,第一幕·场景4,a1s4,1167,,,选项,Talk to him more.,多跟他谈谈。
4119,第一幕·场景4,a1s4,1167,,,选项,Reject him.,拒绝他。
4120,第一幕·场景5,a1s5,3,,,旁白,I dream a lot the night before the first trial.,在首场选拔的前一天夜里，我做了个很长的梦。
4121,第一幕·场景5,a1s5,4,,,旁白,"I can't remember most of it, but in the last bit I'm in the throne room, surrounded by dozens of wolves who I assume they're the triumvirates.",大部分都已经模糊了，不过我还记得最后的片段：我在王座厅里，周围环绕着几十只狼，我想他们就是三人执政团。
4122,第一幕·场景5,a1s5,5,,,旁白,"Cato sits on the throne, watching over all of us, his chin on a fist.",Cato坐在王座上，用拳头托着下巴，看着我们。
4123,第一幕·场景5,a1s5,6,,,旁白,"Meanwhile, Amicus is in the center, doing some type of breakdance.",与此同时，Amicus在中间，跳着某种霹雳舞。
4124,第一幕·场景5,a1s5,7,,,旁白,He's athletic and light on his feet before throwing off his cape and doing a handstand.,他身手敏捷，脚步轻盈，甩开斗篷做了一个倒立。
4125,第一幕·场景5,a1s5,8,,,旁白,Then he spins on his head for a while as the wolves around him cheer.,然后他以头为支点，飞速旋转着，周围的狼欢呼了起来。
4126,第一幕·场景5,a1s5,9,,,旁白,Even Cato claps reluctantly.,就连Cato也不情愿地鼓起了掌。
4127,第一幕·场景5,a1s5,10,,,旁白,"Meanwhile, Cassius has his paw to his mouth, realizing that he's been beaten, his paper bones incapable of withstanding such incredible moves.",同时，Cassius用爪子捂住了嘴，意识到自己输了，他纸一样脆弱的骨头不可能做出这种难以置信的动作。
4128,第一幕·场景5,a1s5,11,,,旁白,Then I wake up.,然后我醒了。
4129,第一幕·场景5,a1s5,13,,,旁白,"I open my eyes and see the dark outline of the ceiling above me, the lights automatically coming on to a dim, yellow glow.",我睁开眼，映入眼帘的是头顶天花板的黑色轮廓，灯自动发出了暗淡的黄色光芒。
4130,第一幕·场景5,a1s5,14,,,旁白,"I hear Amicus's soft snoring next to me and look over, seeing that he's flat on his back, mouth open and hugging one of his many pillows to his chest.",Amicus在旁边轻轻地打着呼噜，我翻了个身，看到他平躺在那里，嘴巴张开，胸前抱着其中一个枕头。
4131,第一幕·场景5,a1s5,15,,,旁白,"I roll onto my back, feeling the anxiety of the upcoming trial return.",我翻了回来，为即将到来的选拔而感到焦虑。
4132,第一幕·场景5,a1s5,16,,,旁白,"After a while, I whisper up at the ceiling.",又过了一会儿，我小声朝着天花板问。
4133,第一幕·场景5,a1s5,17,m,主角(MC),台词,"""Com, what time is it?""",“Com，现在几点了？”
4134,第一幕·场景5,a1s5,18,,,旁白,Com whispers back.,Com用低沉的声音回答了我。
4135,第一幕·场景5,a1s5,19,com,Computer,台词,"""Half-past the first hour.""",“第一时半。”
4136,第一幕·场景5,a1s5,20,,,旁白,So I have at least three hours left before I can get up and get ready.,那么，距起床准备至少还有三个小时。
4137,第一幕·场景5,a1s5,21,,,旁白,I close my eyes to try and get more sleep.,我闭上眼睛，想再多睡一会儿。
4138,第一幕·场景5,a1s5,22,,,旁白,"It's hard though, mainly because my future could be determined today.",不过这很难，因为我的未来很可能会在今天决定。
4139,第一幕·场景5,a1s5,23,,,旁白,Amicus told me that we really only need to win this trial to win the whole thing.,Amicus告诉过我，只要这赢了这场选拔，就相当于他已经胜出了。
4140,第一幕·场景5,a1s5,24,,,旁白,"Because if we win tomorrow, that means that Cassius will at least have to partake in the combat trial, if not outright lose if we win the second trial.",因为如果我们赢了，就意味着Cassius要么将在我们赢得第二场的时候彻底失败，要么至少得参加战斗轮。
4141,第一幕·场景5,a1s5,25,,,旁白,"And according to Amicus, Cassius has absolutely no chance in {i}pugnu{/i} combat, and he knows that.",根据Amicus的说法，Cassius绝对没有在{i}pugnu{/i}中获胜的可能，而他自己也清楚。
4142,第一幕·场景5,a1s5,26,,,旁白,"While he might still participate in the second trial to save some face, he'd have to withdraw for the third, otherwise face outright humiliation.",尽管他也许会参加第二轮选拔来挽回一些面子，但他不得不放弃第三轮，否则将颜面扫地。
4143,第一幕·场景5,a1s5,27,,,旁白,"So if we win tomorrow, I'm almost guaranteed a way home...",所以如果明天我们赢了，我的一只脚就已经踏上回家的路了。
4144,第一幕·场景5,a1s5,28,,,旁白,The thought that this whole fiasco could be over soon brings mixed feelings for me.,结局可能来得如此之快，思考着这些的同时，我的心情变得十分复杂。
4145,第一幕·场景5,a1s5,29,,,旁白,"While I'm going to go home when I get the chance, I can't help but feel a little sad at the idea of leaving Amicus and the palace.",虽然看到了回家的希望，但我不禁为将要离开皇宫和Amicus而感到难过。
4146,第一幕·场景5,a1s5,30,,,旁白,"We're good friends at this point, and the thought that I might just get dropped off and never see him again...",我们已经是好朋友了，一想到离开以后或许再也无法见到他...
4147,第一幕·场景5,a1s5,31,,,旁白,"I sigh and listen to the wolf's rhythmic snores, the sound so soft and gentle that rather than keeping me awake, it starts to lull me back to sleep...",我叹了口气，听着狼富有节奏的鼾声。那声音如此的轻柔，逐渐将我哄入梦乡...
4148,第一幕·场景5,a1s5,34,,,旁白,"And again, I find myself floating as that wide, vacuous conscience that seems to bleed over the boundaries of any sort of individuality.",然后，我发现自己再次漂浮在广袤的虚空之中，这里除了似有似无的分界线外空无一物。
4149,第一幕·场景5,a1s5,35,,,旁白,I don't panic this time.,这次我没有慌张。
4150,第一幕·场景5,a1s5,36,,,旁白,"I'm used to the feeling, knowing that it's just a dream, that it will pass.",我经历过这种感觉，这只是一个梦，会醒来的。
4151,第一幕·场景5,a1s5,37,,,旁白,"I also sense that other presence above me, even wider than I am.",我还感受到了在我之上，甚至超越了我认知的其他存在。
4152,第一幕·场景5,a1s5,38,,,旁白,They've been following me around since I got on that ship.,自从我上了那艘飞船，他们就一直跟着我。
4153,第一幕·场景5,a1s5,39,,,旁白,"Knowing that someone else is there calms me further, and I wait, wondering if they'll talk to me again.",知道还有其他人在，我就更加平静了。我等待着，不知他们会不会再次和我说话。
4154,第一幕·场景5,a1s5,40,,,旁白,They do.,他们说了。
4155,第一幕·场景5,a1s5,41,,,旁白,"""I am still curious.""",“我依然很好奇。”
4156,第一幕·场景5,a1s5,42,,,旁白,"I try to talk back this time, ask them what they're curious about exactly, but I don't have a mouth to speak with.",这次我想要回嘴，问他们究竟在好奇什么，但是我没有嘴。
4157,第一幕·场景5,a1s5,43,,,旁白,"They seem to hear me though, and in response I sense gentle amusement mixed with...",不过他们似乎听到了我的声音，作为回应，我感受到了一股温和的愉悦，还有...
4158,第一幕·场景5,a1s5,44,,,旁白,Fascination?,入迷？
4159,第一幕·场景5,a1s5,45,,,旁白,"""Many, many things, but once again, I'm afraid I have to keep it short.""",“很多，很多事情，不过恐怕我不得不再次长话短说。”
4160,第一幕·场景5,a1s5,46,,,旁白,I wait expectantly.,我满怀期待地等着。
4161,第一幕·场景5,a1s5,47,,,旁白,"""Do you feel that Amicus would be capable of his duties as emperor of Adastra?""",“你觉得Amicus有能力担任阿达斯特拉的皇帝吗？”
4162,第一幕·场景5,a1s5,52,,,旁白,"""Ah, how...interesting.""",“啊，多么...有趣。”
4163,第一幕·场景5,a1s5,55,,,旁白,...,...
4164,第一幕·场景5,a1s5,58,,,旁白,"""I see...perhaps you need more time. There is still much, much more to learn.""",“我明白了...也许你还需要更多时间。你需要了解的还有很多，很多。”
4165,第一幕·场景5,a1s5,60,,,旁白,"The presence above me starts to dissipate, and so do I.",在我之上的存在开始消散了，我也一样。
4166,第一幕·场景5,a1s5,63,,,旁白,"I'm standing awkwardly in the bathroom while another wolf moves busily around me, making short, clipped comments about my odd shape and tiny stature.",我尴尬地站在洗手间里，一只狼在我身边忙碌着，不时对我奇怪的外表和矮小的身材发表简单的评论。
4167,第一幕·场景5,a1s5,64,,,旁白,"He's the first wolf I've seen that isn't part of the imperial family, so I keep trying not to stare at him while he turns my head left and right, smudging a black substance on my face while he does.",他是我见过的第一只不属于皇室的狼，所以当他左右转动我的头，往我脸上涂一种黑色物质的时候，我尽量克制住好奇不去看他。
4168,第一幕·场景5,a1s5,66,,,旁白,"Meanwhile, Amicus stands behind us, his face showing a mixture of amusement and concern.",与此同时，Amicus站在我们身后，他脸上是既好笑，又关心的表情。
4169,第一幕·场景5,a1s5,67,,,旁白,"I raise an eyebrow at him through the mirror, but he just shrugs in response.",我透过镜子冲他挑眉，不过他只是耸耸肩作为回应。
4170,第一幕·场景5,a1s5,68,,,旁白,"Old Wolf"" """"Do not move your...face, please.""","Old Wolf"" ""“请不要移动你的...脸。”"
4171,第一幕·场景5,a1s5,69,,,旁白,"I look straight ahead again, letting him smudge the black makeup on my face, still trying not to stare.",我再次目视前方，任他在我脸上抹黑色的化妆品，仍然尽量不去看他。
4172,第一幕·场景5,a1s5,70,,,旁白,"He's hunched and droopy, wearing some type of monocle with flashing lights.",他无精打采地弓着背，戴着一种有闪光灯的单片眼镜。
4173,第一幕·场景5,a1s5,71,,,旁白,The lens sticks out every now and then with a mechanical droning sound as he examines his work.,在他检查他的作品时，镜片不时发出机械的嗡嗡声。
4174,第一幕·场景5,a1s5,72,,,旁白,"Also, I'm in a dress.",还有，我穿着一条裙子。
4175,第一幕·场景5,a1s5,73,,,旁白,"There's no getting around it; I'm in a blue, tight-fitting gown that's covered in intricate, gold designs.",我身上是一件蓝色紧身长裙，上面有错综复杂的金色花纹。
4176,第一幕·场景5,a1s5,74,,,旁白,"It's beautiful, no doubt, but I'm not really one for dresses, and I feel my face heating up with embarrassment every time I look into the mirror.",毫无疑问，它很漂亮，但我真的不适合穿裙子。每当我看向镜子，都会感到一阵难堪。
4177,第一幕·场景5,a1s5,75,,,旁白,"So instead, I focus on staring at the wall or Amicus.",于是，我将目光集中在墙上或是Amicus身上。
4178,第一幕·场景5,a1s5,76,m,主角(MC),台词,"""So why aren't {i}you{/i} getting dressed up?""",“所以，为什么{i}你{/i}不用打扮一下呢？”
4179,第一幕·场景5,a1s5,77,,,旁白,"Old Wolf"" """"Do not speak, please.""","Old Wolf"" ""“请不要说话。”"
4180,第一幕·场景5,a1s5,79,a,Amicus,台词,"""Me? Well, I'm already dressed the part of the emperor!""",“我吗？我已经穿上皇帝的衣服了！”
4181,第一幕·场景5,a1s5,81,,,旁白,Amicus fans out his cape with both paws.,Amicus用爪子展开他的斗篷。
4182,第一幕·场景5,a1s5,82,,,旁白,"I start to roll my eyes, but stop myself before the wolf can yell at me again.",我很想翻个白眼，不过还是忍住了，免得那只狼又冲我吼。
4183,第一幕·场景5,a1s5,83,,,旁白,"I realize that he's painting black stripes on my face, and it immediately reminds me of tiger stripes.",我注意到他正在我脸上画黑色的条纹，我立刻就联想到了虎纹。
4184,第一幕·场景5,a1s5,84,,,旁白,"After that's done, he does the same to the exposed parts of my arms.",脸上画完以后，他在我手臂的裸露部位也画了同样的条纹。
4185,第一幕·场景5,a1s5,85,,,旁白,"Old Wolf"" """"Remember not to touch or itch at your face. Also, keep your arms away from your body unless you want to ruin the fabric with powder.""","Old Wolf"" ""“记住不要摸或是挠你的脸。还有，如果你不想衣服上沾满扑粉，就把胳膊离身体远一些。”"
4186,第一幕·场景5,a1s5,86,,,旁白,"The wolf finally steps back, giving a snort of approval before turning and stuffing his equipment into his bag.",终于，狼后退了一步，哼了一声表示满意，然后转身把他的器材塞进包里。
4187,第一幕·场景5,a1s5,88,a,Amicus,台词,"""Thank you.""",“谢谢你。”
4188,第一幕·场景5,a1s5,89,,,旁白,"Old Wolf"" """"You're welcome.""","Old Wolf"" ""“不客气。”"
4189,第一幕·场景5,a1s5,90,,,旁白,"And with that, the old wolf hurries out of the bathroom, leaving the two of us alone.",说完，老狼匆匆退出了洗手间，留下了我们两个。
4190,第一幕·场景5,a1s5,91,,,旁白,"I stand there a moment, staring at myself in the mirror, feeling like a circus attraction.",我站在那儿，盯着镜子里的自己，感觉自己就像马戏团里的明星。
4191,第一幕·场景5,a1s5,92,m,主角(MC),台词,"""I look...awful.""",“我看起来...糟透了。”
4192,第一幕·场景5,a1s5,95,,,旁白,"Amicus coughs and steps up quickly, resting a paw on my shoulder.",Amicus咳嗽了几下，然后连忙走过来，将一只爪子放在我的肩膀上。
4193,第一幕·场景5,a1s5,97,a,Amicus,台词,"""You look very good, actually. Very elegant.""",“你看起来很棒，真的。非常优雅。”
4194,第一幕·场景5,a1s5,98,,,旁白,I look up at the wolf and see him smiling at me.,我抬头看向那只狼，他在对着我微笑。
4195,第一幕·场景5,a1s5,99,,,旁白,"I don't know if he's just trying to make me feel better, but then again, I suppose wolves don't really have any idea of what human beauty standards are.",我不知道他是否只是在安慰我，不过话说回来，我猜狼族对人类的审美标准一无所知。
4196,第一幕·场景5,a1s5,100,,,旁白,I look at the black stripes on my face.,我看着脸上的黑色条纹。
4197,第一幕·场景5,a1s5,101,m,主角(MC),台词,"""Are these tiger stripes?""",“这些是虎纹吗？”
4198,第一幕·场景5,a1s5,103,,,旁白,Amicus raises his eyebrows.,Amicus扬起了他的眉毛。
4199,第一幕·场景5,a1s5,104,a,Amicus,台词,"""Yes, actually. You have tigers on Earth?""",“没错。地球上有虎吗？”
4200,第一幕·场景5,a1s5,105,m,主角(MC),台词,"""Yeah...is this like, okay with them, not offensive? It looks like a joke.""",“是啊...这，对他们好吗？看起来就像个笑话。”
4201,第一幕·场景5,a1s5,107,a,Amicus,台词,"""Offensive? Why would it be offensive? We're honoring Meera with this dance.""",“你的意思是冒犯？为什么？我们用这支舞纪念Meera。”
4202,第一幕·场景5,a1s5,108,m,主角(MC),台词,"""If you're sure...""",“如果你确定的话...”
4203,第一幕·场景5,a1s5,110,a,Amicus,台词,"""Of course I'm sure! And you don't look like a joke, you look like a strong, beautiful, Hindo tigress.""",“我当然确定！你不是什么笑话，你看起来就像一个强壮，美丽的亨德雌虎。”
4204,第一幕·场景5,a1s5,111,,,旁白,"I sigh again, still awkwardly holding my arms away from the dress, feeling stiff.",我再次叹了口气，仍然不雅地把胳膊和裙子保持着一定距离，感觉浑身僵硬。
4205,第一幕·场景5,a1s5,112,m,主角(MC),台词,"""When does this all start?""",“什么时候开始？”
4206,第一幕·场景5,a1s5,114,a,Amicus,台词,"""Well, for ME in about twenty minutes, but for you, another hour or so.""",“这个嘛，对我来说大概还有二十分钟。不过对你来说，一个小时左右吧。”
4207,第一幕·场景5,a1s5,115,m,主角(MC),台词,"""Alright, anything I should expect before it starts?""",“好吧，开始前我有什么要注意的么？”
4208,第一幕·场景5,a1s5,116,a,Amicus,台词,"""Not much, the triumvirates will be watching through video link, so only Cato will be there to judge.""",“没什么，三人执政团是通过视频远程观看的，所以在现场评判的只有Cato。”
4209,第一幕·场景5,a1s5,117,m,主角(MC),台词,"""Oh.""",“噢。”
4210,第一幕·场景5,a1s5,118,a,Amicus,台词,"""Keep in mind that it will all be televised live to the rest of Adastra, so...""",“记住，这一切会被电视直播到全阿达斯特拉，所以...”
4211,第一幕·场景5,a1s5,119,,,旁白,Amicus sees the look on my face.,Amicus看到了我脸上的表情。
4212,第一幕·场景5,a1s5,121,a,Amicus,台词,"""Erm...maybe I shouldn't have told you that?""",“呃...也许我不应该说出来？”
4213,第一幕·场景5,a1s5,122,m,主角(MC),台词,"""ALL of Adastra? LIVE!?""",“全阿达斯特拉？直播！？”
4214,第一幕·场景5,a1s5,123,a,Amicus,台词,"""Don't worry! No one will actually be there in person, so just...pretend, I guess.""",“别担心！没人会亲自到场的，所以...假装没人吧，大概。”
4215,第一幕·场景5,a1s5,124,m,主角(MC),台词,"""Why DID you just tell me that?""",“你为什么要告诉我？”
4216,第一幕·场景5,a1s5,126,a,Amicus,台词,"""Well, I had planned on you watching the first half of the trial in the dining room. You'll know how everything is going until it's your turn.""",“这个，我打算让你在餐厅里看上半场选拔。轮到你上场前，你应该已经知道发生的一切了。”
4217,第一幕·场景5,a1s5,127,,,旁白,I swallow hard.,我使劲咽了口唾沫。
4218,第一幕·场景5,a1s5,129,a,Amicus,台词,"""I didn't mean to keep that from you, I just thought you might know this would be the case...the entire moon pays very close attention to these trials.""",“我不是故意瞒着你的，只是觉得你可能知道会是这种情况...整个卫星都十分关注这些选拔。”
4219,第一幕·场景5,a1s5,130,,,旁白,"He's right, I guess I sort of did assume that would be the case, but now that it's actually happening...",他是对的，我猜我确实这样想过，但是现在实际发生了...
4220,第一幕·场景5,a1s5,131,,,旁白,I feel like I'm gonna pass out.,我感觉自己要昏过去了。
4221,第一幕·场景5,a1s5,132,,,旁白,Maybe I'll get lucky and it'll happen when Meera dies during the dance.,如果我够走运，也许能坚持把舞跳到Meera死的那段再昏。
4222,第一幕·场景5,a1s5,134,a,Amicus,台词,"""Listen, you'll be fine. We'll win this and before you know it, I'll be emperor and our problems will be over.""",“听着，你会没事的。我们会赢，然后很快，我就会成为皇帝，我们的问题就都可以解决了。”
4223,第一幕·场景5,a1s5,135,,,旁白,"Again, the idea of having my way home all but guaranteed in the next hour...",又来了，这种我的回家之路会在下个小时被肯定的想法...
4224,第一幕·场景5,a1s5,136,,,旁白,It reminds me of the thoughts I'd had last night.,这令我回想起了昨晚的那些念头。
4225,第一幕·场景5,a1s5,137,m,主角(MC),台词,"""So, uh, when I do get home, is that gonna be the last time I'll see you?""",“那么，呃，我回去以后，就再也见不到你了吗？”
4226,第一幕·场景5,a1s5,139,,,旁白,"The corners of Amicus's mouth twitch down in a frown, but only for a moment before he smiles again.",Amicus皱着眉，嘴角抽搐了一下，但片刻之后他又恢复了笑容。
4227,第一幕·场景5,a1s5,141,a,Amicus,台词,"""Well, I suppose that's up to you. With unlimited access to the stretch, I might be able to make visits every now and then. Would you like that?""",“我想这取决于你。等到Stretch旅行没有限制以后，我或许可以时不时地造访一下。你愿意吗？”
4228,第一幕·场景5,a1s5,142,,,旁白,I don't even have to think about it.,我几乎想都没想。
4229,第一幕·场景5,a1s5,143,m,主角(MC),台词,"""Yeah.""",“愿意。”
4230,第一幕·场景5,a1s5,145,,,旁白,Amicus's smile widens.,Amicus笑得更开心了。
4231,第一幕·场景5,a1s5,146,a,Amicus,台词,"""I would as well.""",“我会的。”
4232,第一幕·场景5,a1s5,147,m,主角(MC),台词,"""Yeah, I mean, you're my friend, and I'd wanna hear about the results of your empire.""",“当然了，我是说，你是我的朋友啊，而且我很想听听你们帝国之后的发展。”
4233,第一幕·场景5,a1s5,149,,,旁白,"But then Amicus's smile falters, then turns into a frown.",但是Amicus的笑容逐渐退去，他皱起了眉。
4234,第一幕·场景5,a1s5,150,m,主角(MC),台词,"""What?""",“怎么了？”
4235,第一幕·场景5,a1s5,151,,,旁白,"The wolf is quiet for a moment, then his ears flatten.",狼沉默了一阵子，耳朵也垂了下来。
4236,第一幕·场景5,a1s5,152,a,Amicus,台词,"""I er...forgot the reason you're here in the first place.""",“我...把你在这里的原因忘了。”
4237,第一幕·场景5,a1s5,153,,,旁白,"For a moment, I don't know what he's talking about...then I do.",过了好一会儿...我才明白他在说什么。
4238,第一幕·场景5,a1s5,154,,,旁白,We're not even supposed to know each other exists.,我们甚至不应该知道彼此的存在。
4239,第一幕·场景5,a1s5,155,,,旁白,This whole thing is against the law.,这一切都是非法的。
4240,第一幕·场景5,a1s5,156,m,主角(MC),台词,"""Oh...so I guess we wouldn't be able to do that, huh?""",“噢...所以，我猜我们不能那样做，是么？”
4241,第一幕·场景5,a1s5,157,,,旁白,"Amicus bites his lip, then shakes his head.",Amicus咬了咬嘴唇，然后摇头。
4242,第一幕·场景5,a1s5,159,a,Amicus,台词,"""We'll figure it out, but now is not the time for that. We have a trial to win!""",“我们会解决的，不过不是现在。我们还有一场选拔要赢呢！”
4243,第一幕·场景5,a1s5,161,,,旁白,"Amicus turns to me and, after a little hesitation, pulls me into a quick side hug, carefully avoiding the black powder on my arm.",Amicus转过身来，稍稍犹豫了一下，然后小心翼翼地避开我胳膊上的黑色粉末，把我拉了过去，从侧面抱住了我。
4244,第一幕·场景5,a1s5,162,a,Amicus,台词,"""We'll talk more afterwards over a celebratory dinner, alright?""",“我们庆祝晚宴上再继续聊，好吗？”
4245,第一幕·场景5,a1s5,163,,,旁白,"The absolute confidence and reassurance in Amicus's voice calms me just a little, and I manage a small smile.",Amicus话语中完全的自信和肯定使我平静了一些，我勉强挤出一个微笑。
4246,第一幕·场景5,a1s5,164,m,主角(MC),台词,"""Alright...""",“好...”
4247,第一幕·场景5,a1s5,166,a,Amicus,台词,"""Good! And a, uh...little more celebration after that, if you get my meaning.""",“很好！还有在那之后，呃...再来个小小的庆祝，你懂的。”
4248,第一幕·场景5,a1s5,167,,,旁白,I had almost forgotten about THAT.,我差点把‘这件事’给忘了。
4249,第一幕·场景5,a1s5,168,m,主角(MC),台词,"""Amicus...""",“Amicus...”
4250,第一幕·场景5,a1s5,170,a,Amicus,台词,"""If you want, if you want...""",“你愿意的话，你愿意的话...”
4251,第一幕·场景5,a1s5,172,,,旁白,"Amicus chuckles before his ears perk up, his personal Com talking to him in a quiet, babbling sound.",Amicus咯咯笑了起来，随后他竖起耳朵：他的私人Com正在用一种安静的、含糊不清的声音跟他说话。
4252,第一幕·场景5,a1s5,173,a,Amicus,台词,"""Alright, that's my cue. Head to the dining room if you'd like to watch. Otherwise, Com will tell you when to leave for the throne room, alright?""",“好了，我该出场了，如果你想看的话可以去餐厅。还有，Com会告诉你什么时候去王座厅的，明白了吗？”
4253,第一幕·场景5,a1s5,174,,,旁白,"I nod, and Amicus gives me one last pat on the shoulder before turning away.",我点了点头。在转身离开之前，Amicus最后拍了拍我的肩膀。
4254,第一幕·场景5,a1s5,175,m,主角(MC),台词,"""Um, good luck. I know you're gonna do great.""",“嗯，祝你好运。我知道你会表现得很好的。”
4255,第一幕·场景5,a1s5,178,,,旁白,"Amicus waves at me before walking out the door, leaving me alone to wait.",Amicus朝我挥挥爪，从门口走了出去，留下我独自等待着。
4256,第一幕·场景5,a1s5,180,,,旁白,"I move to the bed and sit down, carefully resting my arms out to the side, wishing that they'd applied the makeup a little closer to the dance so I didn't have to walk around like a scarecrow.",我走到床边坐下，小心地把胳膊放在一边。真希望他们化妆的时间离舞蹈再近一点儿，这样我走动的时候就不用像个稻草人一样了。
4257,第一幕·场景5,a1s5,181,,,旁白,"I realize pretty quickly that sitting here in silence is only making me more nervous, so I slowly get up, making my way to the main hall.",没过多久，我意识到静静坐在这里只会令我更加紧张。于是我慢慢站起来，朝大厅走去。
4258,第一幕·场景5,a1s5,184,,,旁白,"As usual, the halls are empty.",和往常一样，走廊上空荡荡的。
4259,第一幕·场景5,a1s5,185,,,旁白,"The only people living here are the imperial siblings, Cato, and Neferu.",这里唯一的居民就是皇室的Sibling们，Cato，还有Neferu。
4260,第一幕·场景5,a1s5,186,,,旁白,The old makeup wolf is the only other person that I've seen over the past two and a half weeks that I've been here.,那个负责化妆的老狼是我两个半星期以来见到的唯一一个外人。
4261,第一幕·场景5,a1s5,187,,,旁白,It makes me think that I still want to see the city before I leave...if I leave.,这让我萌生出一个念头：在走之前参观一下这座城市...如果可以走的话。
4262,第一幕·场景5,a1s5,188,,,旁白,"I block that thought from my brain, trying not to think of what might happen if these trials go poorly for us.",我把这个念头从脑子里抹去，尽量不去想这如果这些选拔对我们不利会发生什么。
4263,第一幕·场景5,a1s5,189,,,旁白,"Instead, I try to let the bright sunshine and fresh morning air calm my nerves.",作为替代，我试着通过明亮的阳光和新鲜的清晨空气舒缓我的神经。
